CLIENTE,PRODUCTO,CIUDAD,VENDEDOR,ESTADO,VALOR VENTA,Comision,Otro
Valentina Zapata,Alquitran,MEDELLIN,Grajales Cri,Abierto,1798111,50347,108
Clara Sánchez,Acetileno,MEDELLIN,Cely Lui,Pendiente envío,1996345,55897,66
Valentina García,Acido Sulfúrico,MEDELLIN,Zapata Man,Abierto,1450000,40600
Juliana Pérez,Acido Clorhidrico-Muriático,BOGOTA,Pérez Jul,Abierto,1822670,51034,76
Manuela Gómez,Eter Etílico,PASTO,Alzate Val,Abierto,2543640,71221,92
Alejandro Rodríguez,Eter Etílico,VALLEDUPAR,Vanegas Cam,Abierto,7976298,223336,344
Alejandro Rodríguez,Toluol,PASTO,Vanegas Cam,Abierto,2396364,67098,192
Camila Vanegas,Gas,TULUA,Rodríguez Ale,Abierto,12417567,347691,876
Andrea Arenas,Acido Clorhidrico-Muriático,MEDELLIN,Rodríguez Ale,Abierto,4184188,117157,264
Natalia Zapata,Acetileno,BARRANQUILLA,Ortiz Ger,Pendiente envío,5663740,158584,72
Diego Zapata,Cloruro de Amonio,MEDELLIN,Gómez Man,Abierto,1695198,47465,544
Alejandro Rodríguez,Eter Etílico,BOGOTA,Cely Lui,Abierto,2663300,74572,4
Valentina García,Kerosene,TULUA,Zapata Nat,Abierto,4853760,135905,28
Camila Vanegas,Eter Etílico,BOGOTA,Zapata Die,Abierto,4800000,134400
Juan Cardona,Acetileno,NEIVA,Gómez Man,Abierto,2383138,66727,864
Geraldine Ortiz,Cloruro de Amonio,BOGOTA,Muriel Nat,Abierto,2050289,57408,092
Juan Cardona,Alquitran,IBAGUE,Gómez Man,Pendiente envío,4734047,132553,316
